SaleUnits,TargetUnits,AchSale ,LMSU,LMSV
2,5.1147,39,0,0
14,23.2096,60,74.5,32216.78
6.5,9.3446,70,5.5,886.49
1.5,5.9395,25,1.5,206.38
108,142.627,76,83,16967.69
9,6.984,129,5,1375.95
5,16.9644,29,5,707.65
-2.5,12.9074,-19,-7,-1926.33
0,6.3798,0,-1,-393.12
0.5,2.193,23,-10,-2751.9
2.5,17.403,14,-10,-3145
106,100.6716,105,70.25,35901.97
22.75,38.1543,60,29.25,12878.78
66.75,139.3897,48,137.5,45406.63
9.5,23.3693,41,14.25,1960.65
53,67.5381,78,91.25,19012.85
11.25,15.6121,72,9,2441.34
64,126.9508,50,65,23509.2
13.25,25.5047,52,29.25,6324.42
96.75,76.4822,126,74.25,24227.03
0,0.811,0,0,0
75.75,73.7741,103,50,16904.5
28.5,33.6568,85,24.75,9437.92
162,166.5979,97,175.75,67018.75
27.25,44.0055,62,13.25,2916.99
11.25,14.383,78,9.5,2726.31
1,5.5924,18,2.75,821.65
4.25,6.1386,69,2.25,743.02
9,11.8106,76,20.25,8756.91
16.25,16.7861,97,7.5,1208.85
2.25,5.9577,38,3,412.77
79,132.996,59,82.75,16916.58
90.25,31.5132,286,79.25,21808.8
106.75,62.3256,171,101,14294.53
26,33.2116,78,15.25,4196.65
133.75,55.1346,243,123.5,48551.56
47,42.0233,112,36.75,10113.23
95.5,146.0287,65,111.75,35145.38
41,47.3982,87,32,16353.92
45,40.4596,111,23,10126.9
210,169.9223,124,145,47883.35
22,17.5458,125,1,137.59
36,57.371,63,73,15210.28
36,28.2171,128,3,813.78
24,88.721,27,43,15552.24
-5,15.4382,-32,23,4973.06
60,100.8175,60,190,61995.1
0,0.811,0,0,0
1,5.2594,19,-1,-338.09
58,55.9426,104,63,24023.79
149,98.7581,151,82,31269.06
7,11.2403,62,5,1100.75
6,8.4794,71,5,1434.9
0,4.1943,0,0,0
4,9.875,41,6,1981.38
48,18.9178,254,53,22919.32
0,0.9831,0,0,0
-1,2.5812,-39,4,550.36
52,79.7976,65,43,8790.49
3,7.5297,40,6,1651.14
114,92.6567,123,103,14577.59
11,13.9274,79,16,4403.04
11,26.7796,41,8,3145.04
4,36.3197,11,35,9631.65
90,82.3218,109,72,22644
30,42.1682,71,20.25,10348.97
79.75,89.8478,89,59.25,26087.78
36.75,105.2099,35,45.5,15025.47
13.5,44.2592,31,25.25,3474.14
76,122.912,62,88.25,18387.77
22.25,30.7333,72,22,5967.72
57,52.2061,109,35,12658.8
31.25,40.7421,77,42.25,9135.28
76.75,114.7233,67,82.25,26837.35
0,0.811,0,0,0
123.75,43.4018,285,108,36513.72
44.5,48.6393,91,22.75,8675.26
72,126.5201,57,80.75,30792.4
8.25,11.8704,70,-1.75,-385.26
21.25,95.7934,22,56.5,16214.37
-2,4.1943,-48,-7.25,-2166.15
63.25,69.5652,91,54.25,17914.98
62,56.2003,110,60.25,26054.51
4.25,49.847,9,9.5,1531.21
3.25,5.6139,58,3,412.77
35,66.498,53,21.75,4446.35
21.25,12.1511,175,8.25,2270.31
29.75,27.2813,109,6,849.18
76,37.4969,203,76.25,20983.24
73.75,64.5862,114,63.5,24963.76
38,22.2416,171,32.75,9012.47
105.5,42.6951,247,67.75,21307.38
5,10.6446,47,6.5,3321.89
2.5,15.6876,16,16.5,7264.95
37.5,85.621,44,54,17832.42
7,31.633,22,17.5,2407.81
48,115.2867,42,71.5,14897.74
3.5,12.2526,29,4,1085.04
23,39.3001,59,10,3616.8
10.5,18.1183,58,31.5,6810.93
33.5,55.6234,60,57.5,18761.69
0,0.811,0,0,0
4.5,2.6759,168,2,676.18
24,18.4177,130,14.5,5529.28
46,107.8745,43,64.5,24595.79
5.5,9.951,55,5.5,1210.83
21.5,25.3075,85,15,4304.7
6,13.9811,43,2.5,746.95
2.5,6.0721,41,3.5,1155.81
2,8.1504,25,3.5,1513.54
2.5,8.1679,31,11,1772.98
2.5,2.1941,114,2,275.18
23,53.1984,43,18.5,3781.95
0.5,9.7607,5,4.5,1238.36
9.5,24.6752,39,8,1132.24
8,22.4982,36,2.5,687.97
6.5,11.0269,59,-3,-1179.38
12,10.5146,114,15.5,4265.46
28,40.5895,69,27.5,8648.75
44,50.0111,88,20,10221.2
17,13.502,126,5,2201.5
203,176.867,115,108,35664.84
15,32.026,47,28,3852.52
54,70.6639,76,61,12709.96
16,60.3719,27,20,5425.2
33,74.6313,44,37,13382.16
-1,10.2159,-10,7,1513.54
88,135.4576,65,129,42091.41
7,1.9464,360,2,890.84
8,28.0897,28,1,338.09
77,48.6148,158,61,23261.13
88,77.0933,114,146,55674.18
-3,14.0164,-21,1,220.15
4,22.3853,18,12,3443.76
12,12.3557,97,-5,-1493.9
267,182.7804,146,262,86520.26
654,488.0667,134,780,337303.2
86,109.2069,79,108,17407.44
45,33.0317,136,-3,-412.77
88,72.0376,122,41,8381.63
24,13.5853,177,15,4127.85
39,49.8643,78,28,3962.84
17,28.8485,59,-2,-550.38
0,9.5487,0,1,393.13
2,30.6525,7,5,1375.95
3,64.2869,5,10,3145
33,25.1367,131,19,9710.14
9,18.2156,49,24,10567.2
92,106.3217,87,126,41608.98
4,11.7395,34,0,0
27,34.231,79,12,2500.32
10,27.9395,36,7,1898.82
15,36.2843,41,7,2531.76
4,5.3734,74,8,1729.76
9,24.857,36,13,4241.77
0,0.3244,0,0,0
0,4.0128,0,0,0
21,13.9562,150,19,7245.27
8,30.6654,26,8,3050.64
53,24.9851,212,47,10347.05
-1,3.6442,-27,0,0
-1,2.0447,-49,1,298.78
4,2.5612,156,1,330.23
12,6.7096,179,2,864.88
8,14.8893,54,11,1772.98
24,30.3684,79,32,4402.88
72,184.7947,39,164,33526.52
33,13.5853,243,15,4127.85
1,18.0376,6,0,0
-1,7.7018,-13,3,825.57
-1,10.744,-9,-1,-393.13
3,6.9519,43,1,275.19
32,102.7613,31,66,20757
37,28.9928,128,26,13287.56
5,16.7252,30,9,3962.7
73,137.6749,53,75,24767.25
4,4.9963,80,8,1100.72
16,23.6329,68,9,1875.24
3,6.2741,48,5,1356.3
59,136.4912,43,70,25317.6
0,1.5876,0,-1,-216.22
2,12.3523,16,-1,-326.29
0,0.4866,0,0,0
0,4.0128,0,0,0
1,9.7661,10,15,5719.95
4,7.8712,51,4,1525.32
8,4.4623,179,6,1320.9
5,7.4745,67,6,1721.88
0,1.7529,0,-1,-298.78
6,12.0558,50,12,3962.76
3,9.0078,33,12,5189.28
16,22.1736,72,7,1128.26
5,24.0827,21,-1,-137.59
92,109.2491,84,94,19216.42
219,88.6433,247,186,51185.34
0,31.454,0,0,0
3,5.6453,53,0,0
-1,2.3816,-42,0,0
1,9.316,11,1,275.19
20,31.6902,63,22,6919
19,25.4612,75,16,8176.96
24,29.0086,83,10,4403
42,59.2737,71,32,10567.36
4,3.2304,124,4,550.36
37,18.2605,203,13,2708.68
10,12.4374,80,5,1356.3
25,21.6394,116,13,4701.84
27,16.9975,159,19,4108.18
67,70.5151,95,61,19903.69
0,0.4866,0,0,0
2,4.0128,50,0,0
23,19.8394,116,9,3431.97
49,54.5378,90,52,19829.16
69,21.4274,322,22,4843.3
390,207.9226,188,677,194285.46
59,69.3796,85,65,19420.7
50,14.1519,353,13,4292.99
306,68.6135,446,198,85623.12
41,74.7017,55,47,7575.46
91,58.4236,156,261,35910.99
11,30.0554,37,10,2044.3
7,6.7329,104,1,275.19
0,14.0872,0,1,141.53
0,2.7338,0,0,0
2,3.3776,59,3,1179.39
4,6.6522,60,4,1100.76
0,4.1981,0,1,314.5
27,58.3495,46,-2,-1022.12
52,24.6502,211,26,11447.8
6,22.2677,27,-1,-330.23
0,2.1362,0,0,0
9,13.9162,65,2,416.72
0,1.2004,0,0,0
57,35.3652,161,0,0
-2,0.7767,-258,0,0
8,4.6559,172,2,652.58
0,1.0813,0,0,0
0,1.1489,0,1,338.09
30,10.5538,284,6,2287.98
20,33.3948,60,15,5719.95
99,2.2777,4347,1,220.15
1,4.2964,23,-0.5,-143.49
-7,0.4478,-1563,0,0
5,9.6811,52,8,2641.84
104,31.0303,335,60,25946.4
5,9.1322,55,11,1772.98
-2,5.2914,-38,4,550.36
13,28.4278,46,4,817.72
0,7.5695,0,0,0
0,9.3781,0,0,0
16,10.696,150,14,3852.66
13,2.3426,555,-1,-393.13
24,27.9036,86,2,550.38
2,38.745,5,5,1572.5
0,6.4513,0,1,511.06
0,12.3171,0,0,0
22,31.7478,69,-2,-660.46
0,1.1986,0,0,0
13,15.699,83,11,2291.96
0,3.0116,0,-1,-271.26
17,11.0984,153,11,3978.48
0,2.2968,0,-2,-432.44
23,23.8886,96,12,3915.48
0,1.0813,0,0,0
1,0.3141,318,1,338.09
0,14.0183,0,-2,-762.66
38,35.2445,108,46,17541.18
6,3.5681,168,3,660.45
4,8.5226,47,-3.5,-1004.43
-1,3.2168,-31,-9,-2689.02
4,4.3096,93,2,660.46
35,34.4192,102,47,20324.68
11,41.2658,27,22,3545.96
16,37.7643,42,25,3439.75
15,30.1116,50,14,2862.02
0,7.7289,0,0,0
54,35.1985,153,24,3396.72
34,22.1808,153,22,6054.18
-2,7.4703,-27,-1,-393.13
1,4.6543,21,-2,-550.38
-1,7.7578,-13,3,943.5
107.8,37.5845,287,15.5,7921.43
31.2,68.142,46,69.85,30754.95
122.7,167.2478,73,154.35,50971
4.05,3.9487,103,-1.2,-165.11
38.1,34.8712,109,43.2,9001.15
12.1,5.3171,228,8.2,2224.33
60.35,18.9294,319,60.55,21899.72
4.15,3.3605,123,8.5,1837.87
26.35,23.6245,112,25.05,8173.56
18.45,4.866,379,27.6,12293.59
122.5,42.9608,285,41.9,14165.97
107.45,128.7673,83,67,25549.11
395.9,129.1842,306,141.45,53939.13
15.95,26.9359,59,30.4,6692.56
20.95,11.8809,176,18.85,5409.57
-1.9,0.8393,-226,-0.4,-119.51
3.25,6.5512,50,10.9,3599.51
8.6,2.929,294,9.55,4129.8
23.5,9.6917,242,18.5,2981.83
7.75,13.8583,56,10.05,1382.78
143.15,157.1818,91,126.85,25931.95
25,21.0561,119,15,4127.85
11.7,43.8251,27,14,1981.42
35.15,46.8967,75,22.75,6260.57
72.55,53.997,134,15.25,5995.23
31.15,35.9197,87,19.85,5462.52
36.95,63.4677,58,33.05,10394.22
31.64,22.5507,140,39.9,20391.29
46.52,34.3845,135,49.81,21931.34
123.77,106.4304,116,64.57,21322.95
6.17,7.8974,78,5.11,703.09
96.18,63.4022,152,85.5,17814.79
1.26,5.9457,21,2.4,651.03
58.38,31.549,185,63.95,23129.43
7.93,5.2275,152,6.98,1509.21
7.71,15.08,51,16.43,5360.94
2.49,0.9732,256,2.28,1015.56
3.98,6.1877,64,4.82,1629.59
156.86,111.5983,141,7.04,2684.57
305.34,153.4062,199,92.72,35356.92
112.48,42.7807,263,35.17,7742.68
38.58,28.6385,135,24.13,6924.83
13.37,1.259,1062,-1.72,-513.9
8.01,5.6885,141,5.22,1723.8
3.7,11.6377,32,54.55,23589.61
33.05,17.2175,192,24.43,3937.62
23.52,32.7176,72,36.81,5064.69
67.86,59.2286,115,94.09,19234.82
11.15,9.995,112,29.68,8167.64
5.82,35.326,16,13.84,1958.77
13.91,18.4033,76,19.76,5437.76
6.94,11.4558,61,13.33,5240.42
13.83,18.1625,76,15.87,4367.26
83.45,75.3025,111,75.73,23817.09
57.6,48.8598,118,39.75,20314.64
52.6,77.8417,68,112.05,49335.62
180.55,182.4522,99,201.85,66656.93
13.8,7.8974,175,7.6,1045.68
19,22.1908,86,18.55,3865.08
7.55,7.1637,105,3.15,854.47
27.45,12.6196,218,20.6,7450.61
16.4,12.6954,129,20.55,4443.32
17.45,27.0316,65,17.85,5824.28
0.8,0.9732,82,1,445.42
62.55,7.7933,803,10.5,3549.95
25.7,25.7535,100,82.15,31326.26
195.45,104.9622,186,84.6,32260.52
10.9,26.4781,41,20.75,4568.11
11.85,10.8086,110,19,5452.62
-1.95,0.8393,-232,6,1792.68
19.85,13.4734,147,11.5,3797.64
13.35,7.9441,168,17.35,7502.83
24,13.2066,182,13.8,2224.28
14.25,8.5169,167,14.2,1953.78
157.65,107.7506,146,91.6,18725.79
13.5,16.9239,80,25.3,6962.31
24.6,38.966,63,25.9,3665.63
98.55,146.1088,67,129.6,35664.62
19,31.7574,60,17.05,6702.87
61.7,67.6439,91,62.65,17240.65
71.25,122.831,58,90.4,28430.81
4,28.1884,14,7,3577.42
8,17.1077,47,8,3522.4
109,114.0326,96,60,19813.8
2,5.9231,34,1,137.59
53,72.9126,73,133,27711.88
1,1.7797,56,2,542.52
10,37.8588,26,5,1808.4
0,3.3605,0,2,432.44
23,26.2177,88,21,6852.09
0,0.9732,0,0,0
17,2.909,584,18,6085.62
23,30.0457,77,30,11439.9
68,129.1842,53,42,16015.86
5,2.5599,195,5,1100.75
12,3.0266,396,6,1721.88
0,0.8393,0,-1,-298.78
25,21.6684,115,10,3302.3
33,37.3684,88,42,18162.48
4,2.2588,177,-1,-161.18
4,3.8286,104,9,1238.31
61,73.1602,83,42,8586.06
0,8.4859,0,3,825.57
10,23.4662,43,9,1273.77
7,14.3692,49,12,3302.28
5,8.3531,60,5,1965.65
12,16.7826,72,12,3302.28
26,28.088,93,21,6604.5
25.8,28.1884,92,30,15331.8
54.8,60.7423,90,41.9,18448.57
154.5,114.0326,135,87.95,29043.72
6.7,7.8974,85,14.6,2008.81
30.4,28.531,107,24.65,5136.08
5.4,4.3623,124,7.8,2115.83
10.1,12.6196,80,7.7,2784.94
8.9,9.3348,95,7,1513.54
17.85,16.4015,109,7.75,2528.74
3.3,0.9732,339,1.4,623.59
21,8.3708,251,28.6,9669.37
35.5,17.169,207,16,6101.28
92.6,88.8141,104,75.3,28714.15
28.5,35.1522,81,30.6,6736.59
19.7,21.8101,90,31.9,9154.66
5.8,3.7769,154,3.4,1015.85
24.5,15.0335,163,15.6,5151.59
44.8,16.4882,272,47.7,20627.39
41,28.9429,142,67,10799.06
23.3,12.5638,185,11.7,1609.8
87.1,102.633,85,76.9,15720.67
33.5,25.0042,134,34,9356.46
48.8,41.9112,116,14,1981.42
23.5,46.3488,51,12.5,3439.88
4.7,16.2151,29,13.5,5307.25
24.7,21.7769,113,-2.1,-577.9
66.9,63.3045,106,32.7,10284.15
37.6,22.5507,167,27,13798.62
25.8,43.1137,60,27.9,12284.37
134.85,76.0217,177,153.8,50789.37
-2.3,5.9231,-39,2.55,350.85
124.4,95.1034,131,80.1,16689.64
2.4,6.6439,36,1.8,488.27
0.95,12.6196,8,15.7,5678.38
-0.2,3.3605,-6,1,216.22
9.3,13.321,70,6.6,2153.51
0.3,0.9732,31,0.4,178.17
11,24.8191,44,8.6,2907.57
195.35,115.8906,169,76,28981.08
297.6,201.8503,147,144.3,55025.92
15.35,11.575,133,22.6,4975.39
3.65,3.4225,107,12.9,3702.04
-5.25,0.8393,-626,-6.6,-1971.95
4.5,6.0587,74,3.6,1188.83
4.5,2.6566,169,3.7,1600.03
54,24.6886,219,34,5480.12
25.95,11.8711,219,20.7,2848.11
36.1,62.7836,57,36.9,7543.47
7,12.3352,57,12,3302.28
3.8,26.4296,14,10,1415.3
18.2,24.9025,73,9.5,2614.31
1.45,8.6549,17,-3.5,-1375.96
20.5,25.9946,79,16.9,4650.71
62.7,84.5358,74,54.7,17203.15
3.4,5.3957,63,7.5,3832.95
6.16,15.497,40,7.13,3139.34
15.73,37.8562,42,21.16,6987.67
-0.11,7.5161,-1,2.83,389.38
23.38,48.8861,48,46.57,9703.33
-0.02,6.3497,0,0.56,151.91
5.6,16.4437,34,32.99,11931.82
0.65,4.2585,15,2.7,583.79
8,14.1701,56,9.82,3204.17
0.21,0.3952,53,0.28,124.72
2.7,4.6738,58,4.82,1629.59
8.18,10.4257,78,11.2,4270.9
24.02,27.2943,88,22.61,8621.87
10.48,20.6539,51,33.92,7467.49
15.3,16.0936,95,8.73,2505.34
0.37,1.9411,19,2.28,681.22
12.45,15.0167,83,6.22,2054.03
15.42,19.1698,80,16.99,7347.16
29.9,10.4367,286,22.1,3562.08
19.68,23.0342,85,32.29,4442.78
34.67,45.8526,76,54.33,11106.68
3.5,7.8508,45,7,1926.33
2.26,16.5733,14,9.8,1386.99
11.61,34.4067,34,18.15,4994.7
0.94,10.5045,9,0.65,255.53
16.43,31.159,53,19.13,5264.38
16.27,41.6869,39,20.09,6318.31
8.88,7.4676,119,16.5,8432.49
19.28,76.2931,25,12.54,5521.36
22.6,38.5042,59,23.28,7687.75
8.12,8.6669,94,3.06,421.03
29.04,213.952,14,17.56,3658.8
3.34,3.4078,98,3.98,1079.61
16.56,17.9905,92,12.92,4672.91
8.04,1.3667,588,5.1,1102.72
6.84,17.592,39,7.56,2466.75
0.68,0.5728,119,0.24,106.9
2.1,5.5257,38,-4.94,-1670.17
815.7,868.951,94,19.1,7283.41
1226.66,940.4404,130,28.38,10822.15
23.1,20.1588,115,20.36,4482.25
15.32,6.4597,237,10.84,3110.86
0.28,2.1825,13,3.24,968.05
6.1,6.3611,96,4.76,1571.89
11.38,9.5945,119,24.42,10560.18
31.7,27.1771,117,25.3,4077.85
25.88,25.565,101,22.32,3071
26.36,46.0895,57,21.64,4423.86
7.5,10.8954,69,9,2476.71
2.08,29.2777,7,11.4,1613.44
10.9,15.8979,69,8.7,2394.15
1.62,5.8561,28,1.7,668.32
15.12,17.3193,87,20.54,5652.4
23.34,27.7561,84,38.72,12177.44
17.96,16.7386,107,12.85,6567.12
17,12.8861,132,7.55,3324.27
24.99,36.2881,69,28.35,9362.02
7.96,4.1015,194,1.9,261.42
37.08,24.8741,149,62.29,12978.75
3.05,3.5057,87,0.77,208.87
91.67,61.1511,150,68.48,24767.84
5.72,4.0689,141,6.77,1463.81
11.19,8.3416,134,7.31,2385.18
0.28,0.4807,58,0.28,124.72
0.77,4.4358,17,2.32,784.36
16.6,14.9347,111,19.41,7401.62
18.35,24.1395,76,32.45,12374.16
15.48,13.6562,113,13.92,3064.49
10.37,10.2138,102,12.08,3466.72
-0.63,0.7039,-89,-0.72,-215.12
2.59,4.2847,60,4.22,1393.57
14.49,13.2545,109,36.13,15624.06
9.25,16.9286,55,10.87,1752.03
8.89,11.9793,74,14.92,2052.84
62.28,61.6981,101,30.52,6239.2
16.85,11.8674,142,26.42,7270.52
3.4,19.3676,18,4.06,574.61
7.31,12.5298,58,4.99,1373.2
5.94,6.3534,93,2.07,813.77
11.78,11.4767,103,8.69,2391.4
17.69,26.951,66,11,3459.51
6.2,29.8758,21,1,511.06
11.36,29.0687,39,34.73,15291.62
29.53,50.4655,59,51.41,16977.13
12.99,58.3808,22,-1.07,-147.22
216.38,62.9397,344,19.52,4067.2
12.08,77.3351,16,0.86,233.29
218.7,94.5058,231,9.69,3504.68
22.75,20.791,109,0.8,172.97
222.35,62.1286,358,6.07,1980.58
1.31,0.6177,212,0.28,124.72
105.8,145.9993,72,153.82,52005
12.78,45.5098,28,9.5,3622.64
246.92,303.0231,81,269.81,102886.65
110.48,115.2095,96,190.92,42031.04
12.4,31.7605,39,5.23,1500.91
-0.63,5.3053,-12,-0.72,-215.12
14.65,17.2961,85,7.22,2384.26
503.52,463.5247,109,451.19,195112.61
442.4,384.8691,115,525.2,84651.74
119.98,108.6173,110,124.19,17087.3
40.97,58.7392,70,55.03,11249.78
5,10.2651,49,7.6,2091.44
4.46,21.4887,21,6.6,934.09
269.61,107.9739,250,165.35,45502.67
105.94,75.4038,140,3.25,1277.67
38.93,37.3557,104,25.93,7135.67
14.87,31.3606,47,20.39,6412.66
2.12,5.3231,40,3,1533.18
5.28,6.4369,82,3.54,1558.66
7.78,42.9449,18,18.28,6036.6
0.62,17.9278,3,2.62,360.49
14.04,80.4421,17,12.06,2512.82
0.84,8.9511,9,1.48,401.46
14.24,28.6307,50,8.42,3045.35
0.66,2.1171,31,0.6,129.73
2.96,8.793,34,3.56,1161.59
0.18,1.1777,15,0.24,106.9
1.6,5.1467,31,3.56,1203.6
22.88,10.5055,218,3.6,1372.79
26.16,25.9848,101,14.38,5483.53
5.28,4.8329,109,5.36,1180
2.88,2.9793,97,1.34,384.55
-0.46,3.3732,-14,0.24,71.71
2.1,2.7536,76,2.76,911.43
3.24,2.8136,115,4.42,1911.38
5.2,5.0928,102,7.8,1257.2
1.8,2.3908,75,2.82,388
35.86,57.1463,63,27.14,5548.23
4,8.3855,48,9,2476.71
1.08,16.8977,6,2.4,339.67
10.26,16.8103,61,17.7,4870.86
3.92,12.2556,32,4.7,1847.71
6.86,10.2302,67,7.54,2074.93
34.58,58.4398,59,15.22,4786.69
-1.5,13.509,-11,0,0
0,10.3538,0,2.5,1100.75
9.5,46.6965,20,7.5,2476.73
3,14.1525,21,0,0
4,22.5183,18,2,416.72
1,7.1323,14,3,813.78
12,33.2268,36,8.5,3074.28
0,1.3727,0,-1,-216.22
5.5,10.8432,51,0,0
0.5,1.8945,26,0,0
2,5.7585,35,10.5,3549.94
4.5,12.0028,37,2,762.66
9.5,69.9159,14,2.5,953.32
-9.5,7.0438,-135,2.5,550.37
4.5,8.3038,54,8.5,2439.33
0,2.1032,0,-1,-298.78
0,2.0733,0,0,0
0,3.0887,0,0,0
7,15.6142,45,9,1450.62
0,1.659,0,-2,-275.18
109.5,103.2661,106,10,2044.3
5.5,6.9217,79,2.5,687.97
115.5,110.0935,105,312.5,44228.11
1.5,38.2358,4,2,550.38
-5.5,40.612,-14,0,0
56.8334,96.0579,59,106,29170.14
24.4996,154.097,16,14.4999,4560.22
-2.5,2.6255,-95,0,0
3,12.1792,25,7.5,3302.25
9.5,47.1571,20,10.5,3467.42
6,16.6053,36,6,825.54
8,33.1293,24,19,3958.84
7,14.8914,47,5,1356.3
55,60.3323,91,29.5,10669.56
0,2.8609,0,-1,-216.22
8.5,15.6693,54,2,652.58
0.5,1.8945,26,0,0
1,13.0661,8,0.5,169.04
4.5,16.2199,28,12,4575.96
14.5,91.1729,16,18.5,7054.6
18.5,52.1738,35,32.5,7154.87
19.5,7.5281,259,12.5,3587.25
0,0.7617,0,-1,-298.78
0,2.0733,0,0,0
0,3.3005,0,0,0
2,5.3751,37,3,483.54
0,1.659,0,3,412.77
15.5,40.0477,39,15,3066.45
5.5,7.0926,78,2.5,687.97
17.5,11.4236,153,18.5,2618.29
4.5,38.2358,12,3,825.57
-9.5,40.612,-23,-1,-393.13
5.8332,11.2563,52,7,1926.33
44.5008,38.7439,115,33.0002,10378.56
-2,14.0082,-14,0,0
8,24.9804,32,1,440.3
13,48.3139,27,3,990.69
6,13.9869,43,4,550.36
6,32.2461,19,7,1458.52
3,6.2304,48,1,271.26
21,39.3231,53,14,5063.52
1,6.0033,17,6,1297.32
5,15.2816,33,4,1305.16
0,1.8945,0,0,0
0,3.228,0,0,0
1,7.83,13,0,0
6,100.6574,6,9,3431.97
-1,4.0517,-25,2,440.3
7,3.6071,194,2,573.96
0,0.9327,0,0,0
0,1.9032,0,0,0
0,3.0887,0,0,0
0,3.9043,0,-1,-161.18
0,1.659,0,0,0
31,77.8891,40,18,3679.74
9,6.6226,136,0,0
3,17.9514,17,7,990.71
0,12.7453,0,-4,-1100.76
0,11.6034,0,0,0
16.3334,23.6277,69,1,275.19
47.9996,136.6381,35,21.4999,6761.72
0,20.5702,0,1,511.06
5,36.8995,14,6,2641.8
3,61.2951,5,17,5613.91
2,15.1403,13,5,687.95
7,39.0271,18,8,1666.88
1,2.6766,37,0,0
13,31.1071,42,12,4340.16
3,15.5391,19,10,2162.2
15,34.9575,43,17,5546.93
0,1.8945,0,0,0
3,12.3496,24,1,338.09
1,4.4418,23,3,1143.99
16,73.0501,22,21,8007.93
0,2.1312,0,0,0
0,1.4514,0,-2,-573.96
0,1.207,0,0,0
0,2.0733,0,0,0
0,3.0887,0,0,0
0,3.7029,0,0,0
0,1.659,0,0,0
0,31.4767,0,0,0
0,5.4263,0,0,0
1,8.9966,11,11,1556.83
0,12.7453,0,0,0
0,11.6034,0,0,0
-2,6.2356,-32,1,275.19
0,12.3173,0,0,0
81,62.6886,129,62,31685.72
77,65.8807,117,69,30380.7
138,218.3248,63,138,45571.74
9,15.9234,57,2,275.18
81,27.722,292,26,5417.36
16,11.9736,134,8,2170.08
120,29.5929,406,74,26764.32
20,4.0787,490,16,3459.52
27,38.5115,70,19,6199.51
15,11.3672,132,0,0
13,13.7099,95,0,0
90,19.2764,467,14,5338.62
46,59.3944,77,8,3050.64
0,3.6603,0,5,1100.75
38,9.7645,389,16,4591.68
21,19.5939,107,37,11054.86
30,54.6878,55,23,7595.29
32,45.6232,70,25,10811
-1,1.9828,-50,0,0
27,4.424,610,-1,-137.59
64,64.7286,99,22,4497.46
92,56.527,163,41,11282.79
86,12.1768,706,36,5095.08
1,25.4905,4,7,1926.33
-1,11.6034,-9,0,0
0,8.4445,0,4,1100.76
28,23.7985,118,8,2516
178,124.2016,143,13,6643.78
101,102.4729,99,6,2641.8
508,220.0629,231,31,10237.13
24,36.9426,65,17,2339.03
60,60.1317,100,35,7292.6
0,31.689,0,10,2712.6
45,85.8103,52,44,15913.92
-8,29.8547,-27,-11,-2378.42
150,209.2195,72,99,32302.71
0,0.4784,0,0,0
4,1.7245,232,-2,-676.18
31,219.8095,14,121,46140.93
169,315.3525,54,252,96095.16
19,93.579,20,27,5944.05
-13,8.6015,-151,-40,-11479.2
-4,7.1879,-56,-27,-8067.06
26,55.6435,47,30,9906.9
72,139.3115,52,43,18594.92
90,87.9322,102,40,6447.2
84,135.4214,62,63,8668.17
22,68.016,32,20,4088.6
5,29.567,17,2,550.38
1,27.5386,4,2,283.06
1,27.7071,4,0,0
-6,5.1107,-117,-2,-786.26
5,16.9328,30,20,5503.8
1,40.6217,2,18,5661
-0.0858,16.8482,-1,-3.166,-1618.02
2,29.034,7,3,1320.9
14.3332,64.3684,22,3.0008,990.95
2.3336,10.2574,23,0.0842,11.59
6,18.8662,32,1,208.36
7,6.9394,101,-1,-271.26
32.5012,44.135,74,26.0006,9403.9
0,6.4685,0,0,-2.84E-14
6,13.6148,44,-1,-326.29
1151.4,53.1597,1429,584,260125.28
-5,6.0701,-82,-4,-1352.36
6,27.5156,22,3,1143.99
26.5004,89.8755,29,14.4178,5497.94
0.417,17.6555,2,2.251,495.56
4.5838,19.5901,23,0.5838,167.54
1.3336,4.3509,31,1.9174,572.88
0,5.0584,0,-13,-4292.99
5,6.8525,73,-1,-432.44
9.2499,12.6701,73,4.6664,752.13
7,16.774,42,23,3164.57
30.834,73.2306,42,32.9174,6729.3
6,14.7976,41,0,0
6,16.7068,36,0,0
238.4138,118.1431,153,10.0008,2752.12
-4.2534,4.3259,-98,-1.332,-523.65
7.5798,35.5589,21,27.4178,7545.1
10.5822,45.4962,23,29.4178,9251.9
58.9179,53.1367,111,4.833,2469.95
120,57.214,210,4,1761.2
402.3336,193.1052,208,15.9996,5283.55
82.3332,52.5691,157,8.0829,1112.13
136,155.6458,87,16,3333.76
50,8.6742,576,-3,-813.78
136.4994,121.3713,112,5.9998,2170.01
4,23.3862,17,51,11027.22
1,41.8916,2,206,67215.74
287.85,15.3573,1236,146,65031.32
1,4.8561,21,3,1014.27
89,55.0313,162,-202,-77028.66
436.4998,198.6721,220,-894.5839,-341131.68
2.4165,14.4454,17,5.2495,1155.68
6.5831,35.6184,18,12.5831,3611.1
0.3332,1.8917,18,1.9163,572.55
0,6.576,0,5,1651.15
0,6.8525,0,0,0
10.2502,18.5179,55,17.6672,2847.6
1,6.7096,15,6,825.54
74.833,107.9188,69,65.9163,13475.27
9,13.3178,68,16,4403.04
11,28.273,39,15,2122.95
55.1681,14.4077,282,0.9996,275.08
-5.2483,4.3259,-121,1.666,654.95
-4.4149,12.1916,-36,1.4161,389.7
1.5839,19.4984,8,10.4161,3275.86
14.9179,10.3681,144,3.833,1958.89
